glass_forming_category,composition
Ribbon,B14C3Fe83
Ribbon,B14C5Fe81
Ribbon,B14C7Fe79
Ribbon,B16C3Fe81
Ribbon,B17C5Fe78
Ribbon,B18C3Fe79
Ribbon,B9C11Fe80
Ribbon,B16C4Fe80
Ribbon,B17C3Fe80
Ribbon,B10C10Fe80
Ribbon,B20C0Fe80
Ribbon,B18C2Fe80
Ribbon,B19C0Fe81
Ribbon,B14C5Ni81
Ribbon,B16C2Ni82
Ribbon,B16C4Ni80
Ribbon,B16C6Ni78
Ribbon,B16C8Ni76
Ribbon,B16C10Ni74
Ribbon,B18C12Ni70
Ribbon,B18C16Ni66
Ribbon,B20C2Ni78
Ribbon,B20C12Ni68
Ribbon,B20C16Ni64
Ribbon,B22C10Ni68
Ribbon,B22C12Ni66
Ribbon,B22C14Ni64
Ribbon,B22C18Ni60
Ribbon,B24C8Ni68
Ribbon,B26C6Ni68
Ribbon,B26C12Ni62
Ribbon,B26C14Ni60
Ribbon,B28C0Ni72
Ribbon,B28C2Ni70
Ribbon,B28C4Ni68
Ribbon,B28C6Ni66
Ribbon,B28C8Ni64
Ribbon,B28C10Ni62
Ribbon,B28C16Ni56
Ribbon,B30C12Ni58
Ribbon,B34C0Ni66
Ribbon,B34C6Ni60
Ribbon,B34C10Ni56
Ribbon,B34C12Ni54
Ribbon,B34C14Ni52
Ribbon,B38C0Ni62
Ribbon,B38C6Ni56
Ribbon,B38C10Ni52
Ribbon,B38C12Ni50
Ribbon,B38C14Ni48
Ribbon,B40C2Ni58
Ribbon,B40C8Ni52
Ribbon,B42C2Ni56
Ribbon,B42C8Ni50
Ribbon,B42C10Ni48
Ribbon,B42C12Ni46
Ribbon,B42C14Ni44
Ribbon,B42C16Ni42
Ribbon,B46C12Ni42
Ribbon,B46C20Ni34
Ribbon,B50C12Ni38
Ribbon,B50C20Ni30
Ribbon,B55C8Ni37
Ribbon,B55C12Ni33
Ribbon,B55C16Ni29
Ribbon,B59C4Ni37
NR,B11.5C10Ni78.5
NR,B13C10Ni77
NR,B13C12Ni75
NR,B14C20Ni66
NR,B15C12Ni73
NR,B17C8Ni75
NR,B17C16Ni67
NR,B22C8Ni70
NR,B26C4Ni70
NR,B40C6Ni54
NR,B50C8Ni42
NR,B0C5Ni95
NR,B0C10Ni90
NR,B0C15Ni85
NR,B0C20Ni80
NR,B5C0Ni95
NR,B5C5Ni90
NR,B5C15Ni80
NR,B5C20Ni75
NR,B10C5Ni85
NR,B10C8Ni82
NR,B10C10Ni80
NR,B10C15Ni75
NR,B10C20Ni70
NR,B12C6Ni82
NR,B14C2Ni84
NR,B14C16Ni70
NR,B16C0Ni84
NR,B18C0Ni82
NR,B18C6Ni76
NR,B20C0Ni80
NR,B20C6Ni74
NR,B20C8Ni72
NR,B22C0Ni78
NR,B22C2Ni76
NR,B22C5Ni73
NR,B24C0Ni76
NR,B24C4Ni72
NR,B26C0Ni74
NR,B26C2Ni72
NR,B40C4Ni56
NR,B41C6Ni53
NR,B42.5C2.5Ni55
NR,B44C2.5Ni53.5
NR,B46C0Ni54
NR,B46C4Ni50
NR,B46C8Ni46
NR,B48C0Ni52
NR,B50C4Ni46
NR,B54C0Ni46
NR,B58C4Ni38
Ribbon,B20Co65Cr15
Ribbon,B20Co70Cr10
Ribbon,B18.5Co81.5Cr0
Ribbon,B25Co67.5Cr7.5
Ribbon,B25Co75Cr0
Ribbon,B30Co70Cr0
Ribbon,B35Co65Cr0
Ribbon,B40Co60Cr0
Ribbon,B20Co74Fe6
Ribbon,B20Co50Fe30
Ribbon,B20Co70Fe10
Ribbon,B16Co0Fe84
Ribbon,B17Co10Fe73
Ribbon,B17Co1Fe82
Ribbon,B17Co2Fe81
Ribbon,B17Co3Fe80
Ribbon,B17Co4Fe79
Ribbon,B17Co6Fe77
Ribbon,B17Co7.5Fe75.5
Ribbon,B17Co11.5Fe71.5
Ribbon,B17Co16.5Fe66.5
Ribbon,B17Co19Fe64
Ribbon,B17Co22Fe61
Ribbon,B17Co25Fe58
Ribbon,B17Co33Fe50
Ribbon,B17Co54Fe29
Ribbon,B17Co66.5Fe16.5
Ribbon,B9Co0Fe91
Ribbon,B9Co85Fe6
Ribbon,B17Co0Fe83
Ribbon,B17Co62Fe21
Ribbon,B17Co75Fe8
Ribbon,B17Co77Fe6
Ribbon,B25Co0Fe75
Ribbon,B25Co70Fe5
Ribbon,B20Co4Fe76
Ribbon,B11Co89Mn0
Ribbon,B12Co52.8Mn35.2
Ribbon,B12Co57Mn31
Ribbon,B12Co61.6Mn26.4
Ribbon,B12Co70.4Mn17.6
Ribbon,B12Co70.5Mn17.5
Ribbon,B12Co79Mn9
Ribbon,B12Co88Mn0
Ribbon,B16Co50.4Mn33.6
Ribbon,B16Co50.5Mn33.5
Ribbon,B16Co58.8Mn25.2
Ribbon,B16Co67.2Mn16.8
Ribbon,B16Co75.6Mn8.4
Ribbon,B24Co45.5Mn30.5
Ribbon,B24Co49.4Mn26.6
Ribbon,B24Co49.5Mn26.5
Ribbon,B24Co53Mn23
Ribbon,B24Co68Mn8
Ribbon,B28Co43Mn29
Ribbon,B28Co43.2Mn28.8
Ribbon,B28Co47Mn25
Ribbon,B28Co50Mn22
Ribbon,B28Co50.4Mn21.6
Ribbon,B28Co57.6Mn14.4
Ribbon,B28Co64.8Mn7.2
Ribbon,B32Co41Mn27
Ribbon,B32Co44Mn24
Ribbon,B32Co46.4Mn21.6
Ribbon,B32Co47Mn21
Ribbon,B32Co54.4Mn13.6
Ribbon,B32Co54.5Mn13.5
Ribbon,B32Co61Mn7
Ribbon,B12Co48Mn40
Ribbon,B12Co61Mn27
Ribbon,B12Co68Mn20
Ribbon,B20Co60Mn20
Ribbon,B24Co54Mn22
Ribbon,B28Co32Mn40
Ribbon,B28Co51Mn21
Ribbon,B28Co52Mn20
Ribbon,B32Co48Mn20
Ribbon,B32Co54Mn14
Ribbon,B12Co18Mn70
Ribbon,B12Co24Mn64
Ribbon,B12Co34Mn54
Ribbon,B12Co39Mn49
Ribbon,B12Co44Mn44
Ribbon,B12Co45Mn43
Ribbon,B12Co49Mn39
Ribbon,B16Co20Mn64
Ribbon,B16Co21Mn63
Ribbon,B16Co24.5Mn59.5
Ribbon,B16Co25Mn59
Ribbon,B16Co35Mn49
Ribbon,B16Co43.5Mn40.5
Ribbon,B16Co49Mn35
Ribbon,B16Co65Mn19
Ribbon,B16Co65.5Mn18.5
Ribbon,B16Co76Mn8
Ribbon,B20Co20Mn60
Ribbon,B20Co28.5Mn51.5
Ribbon,B20Co32Mn48
Ribbon,B20Co36.5Mn43.5
Ribbon,B20Co37Mn43
Ribbon,B20Co41.5Mn38.5
Ribbon,B20Co44Mn36
Ribbon,B20Co47.5Mn32.5
Ribbon,B20Co57Mn23
Ribbon,B24Co24Mn52
Ribbon,B24Co27Mn49
Ribbon,B24Co28Mn48
Ribbon,B24Co33Mn43
Ribbon,B24Co34Mn42
Ribbon,B24Co39Mn37
Ribbon,B24Co42Mn34
Ribbon,B24Co46.5Mn29.5
Ribbon,B24Co48Mn28
Ribbon,B24Co52Mn24
Ribbon,B28Co30Mn42
Ribbon,B28Co36Mn36
Ribbon,B28Co37Mn35
Ribbon,B28Co41Mn31
Ribbon,B28Co41.5Mn30.5
Ribbon,B28Co45Mn27
Ribbon,B28Co45.5Mn26.5
Ribbon,B31Co41Mn28
Ribbon,B18.5Co81.5Mn0
Ribbon,B25Co67.5Mn7.5
Ribbon,B25Co75Mn0
Ribbon,B30Co70Mn0
Ribbon,B35Co65Mn0
Ribbon,B40Co60Mn0
Ribbon,B11Co53.4Mn35.6
Ribbon,B11Co71.2Mn17.8
Ribbon,B33Co40.2Mn26.8
Ribbon,B33Co53.6Mn13.4
Ribbon,B2Co84Nb14
Ribbon,B5Co81Nb14
Ribbon,B10Co77Nb13
NR,B6Co84Nb10
Ribbon,B12Co80Nb8
Ribbon,B34Co33Ni33
Ribbon,B34Co66Ni0
Ribbon,B7Co80P13
Ribbon,B7.5Co77.5Si15
Ribbon,B10Co77.5Si12.5
Ribbon,B12.5Co77.5Si10
Ribbon,B12.5Co80Si7.5
Ribbon,B15Co70Si15
Ribbon,B15Co75Si10
Ribbon,B15Co77.5Si7.5
Ribbon,B15Co80Si5
Ribbon,B20Co65Si15
Ribbon,B20Co67.5Si12.5
Ribbon,B20Co70Si10
Ribbon,B20Co72.5Si7.5
Ribbon,B25Co62.5Si12.5
Ribbon,B25Co65Si10
Ribbon,B25Co67.5Si7.5
Ribbon,B25Co70Si5
Ribbon,B27.5Co65Si7.5
Ribbon,B30Co65Si5
NR,B20Co62.5Si17.5
NR,B20Co80Si0
NR,B25Co75Si0
NR,B30Co70Si0
NR,B5Co75Si20
NR,B10Co70Si20
NR,B10Co80Si10
NR,B10Co82Si8
NR,B10Co85Si5
NR,B12.5Co80.5Si7
NR,B14Co82Si4
NR,B15Co65Si20
NR,B15Co85Si0
NR,B20Co60Si20
NR,B22.5Co60Si17.5
Ribbon,B12Co78Si10
Ribbon,B12.5Co75Si12.5
Ribbon,B17.5Co75Si7.5
Ribbon,B11Co78Si11
Ribbon,B13.5Co73Si13.5
Ribbon,B14.75Co70.5Si14.75
Ribbon,B16Co68Si16
Ribbon,B14Co80Si6
Ribbon,B10Co20Ti70
Ribbon,B18Co66Ti16
Ribbon,B18Co70Ti12
Ribbon,B18Co74Ti8
Ribbon,B18Co78Ti4
Ribbon,B20Co64Ti16
Ribbon,B20Co68Ti12
Ribbon,B20Co72Ti8
Ribbon,B20Co76Ti4
Ribbon,B20Co80Ti0
Ribbon,B22Co62Ti16
Ribbon,B22Co66Ti12
Ribbon,B22Co70Ti8
Ribbon,B22Co74Ti4
Ribbon,B24Co64Ti12
Ribbon,B24Co68Ti8
Ribbon,B24Co72Ti4
Ribbon,B12Co68Ti20
Ribbon,B12.75Co72.25Ti15
Ribbon,B13.5Co76.5Ti10
Ribbon,B11.25Co63.75V25
Ribbon,B12Co68V20
Ribbon,B12.75Co72.25V15
Ribbon,B13.5Co76.5V10
Ribbon,B14.25Co80.75V5
Ribbon,B40Co40Y20
Ribbon,B2Co88Zr10
Ribbon,B5Co85Zr10
Ribbon,B4Co86Zr10
Ribbon,B7Co77Zr16
Ribbon,B10Co74Zr16
Ribbon,B10Co80Zr10
Ribbon,B13Co71Zr16
Ribbon,B16Co68Zr16
Ribbon,B16Co74Zr10
Ribbon,B20Co70Zr10
Ribbon,B25Co65Zr10
Ribbon,B0Co91Zr9
Ribbon,B2Co91Zr7
Ribbon,B15Cr0Fe85
Ribbon,B15Cr2.5Fe82.5
Ribbon,B15Cr4Fe81
Ribbon,B15Cr9Fe76
Ribbon,B15Cr12Fe73
Ribbon,B20Cr25Fe55
Ribbon,B20Cr30Fe50
Ribbon,B20Cr35Fe45
Ribbon,B20Cr40Fe40
Ribbon,B15Cr11Fe74
Ribbon,B9Cr0Fe91
Ribbon,B9Cr85Fe6
Ribbon,B17Cr2.5Fe80.5
Ribbon,B25Cr0Fe75
Ribbon,B25Cr70Fe5
Ribbon,B2Cr8Fe90
Ribbon,B2Cr10Fe88
Ribbon,B4Cr8Fe88
Ribbon,B4Cr10Fe86
Ribbon,B6Cr8Fe86
Ribbon,B6Cr10Fe84
Ribbon,B8Cr8Fe84
Ribbon,B8Cr10Fe82
Ribbon,B10Cr24Fe66
Ribbon,B10Cr26Fe64
Ribbon,B12Cr5Fe83
Ribbon,B12Cr10Fe78
Ribbon,B12Cr14Fe74
Ribbon,B12Cr15Fe73
Ribbon,B12Cr18Fe70
Ribbon,B12Cr20Fe68
Ribbon,B12Cr22Fe66
Ribbon,B12Cr24Fe64
Ribbon,B14Cr5Fe81
Ribbon,B14Cr10Fe76
Ribbon,B14Cr14Fe72
Ribbon,B14Cr15Fe71
Ribbon,B14Cr20Fe66
Ribbon,B14Cr24Fe62
Ribbon,B16Cr5Fe79
Ribbon,B16Cr10Fe74
Ribbon,B16Cr14Fe70
Ribbon,B16Cr20Fe64
Ribbon,B18Cr10Fe72
Ribbon,B18Cr14Fe68
Ribbon,B18Cr20Fe62
NR,B8Cr18Fe74
NR,B8Cr20Fe72
NR,B8Cr22Fe70
NR,B8Cr24Fe68
NR,B8Cr26Fe66
NR,B10Cr5Fe85
NR,B10Cr8Fe82
NR,B10Cr10Fe80
NR,B10Cr12Fe78
NR,B10Cr14Fe76
NR,B10Cr15Fe75
NR,B10Cr18Fe72
NR,B10Cr20Fe70
NR,B10Cr22Fe68
NR,B2Cr12Fe86
NR,B2Cr14Fe84
NR,B2Cr16Fe82
NR,B2Cr20Fe78
NR,B4Cr5Fe91
NR,B4Cr12Fe84
NR,B4Cr14Fe82
NR,B4Cr15Fe81
NR,B4Cr16Fe80
NR,B4Cr20Fe76
NR,B6Cr5Fe89
NR,B6Cr12Fe82
NR,B6Cr14Fe80
NR,B6Cr15Fe79
NR,B6Cr16Fe78
NR,B6Cr18Fe76
NR,B6Cr20Fe74
NR,B6Cr22Fe72
NR,B6Cr24Fe70
NR,B6Cr26Fe68
NR,B8Cr5Fe87
NR,B8Cr12Fe80
NR,B8Cr14Fe78
NR,B8Cr15Fe77
NR,B8Cr16Fe76
Ribbon,B15Cr5Fe80
Ribbon,B15Cr15Fe70
Ribbon,B15Cr20Fe65
Ribbon,B15Cr30Fe55
Ribbon,B20Cr1Fe79
Ribbon,B20Cr2.5Fe77.5
Ribbon,B14.4Cr6.6Fe79
Ribbon,B11Cr27Fe62
Ribbon,B12Cr26Fe62
Ribbon,B14Cr26Fe60
Ribbon,B17.5Cr25Fe57.5
Ribbon,B19.5Cr24.5Fe56
Ribbon,B21Cr24Fe55
Ribbon,B20Cr6Fe74
Ribbon,B20Cr15Fe65
Ribbon,B14Cr0Fe86
Ribbon,B14Cr7Fe79
Ribbon,B16Cr7Fe77
Ribbon,B20Cr10Ni70
Ribbon,B20Cr20Ni60
Ribbon,B20Cr25Ni55
Ribbon,B20Cr30Ni50
Ribbon,B13Cu0Fe87
Ribbon,B13Cu0.5Fe86.5
Ribbon,B14Cu0Fe86
Ribbon,B14Cu0.5Fe85.5
Ribbon,B16Cu0Fe84
Ribbon,B16Cu0.5Fe83.5
Ribbon,B18Cu0Fe82
Ribbon,B18Cu0.5Fe81.5
Ribbon,B20Cu0Fe80
Ribbon,B20Cu0.5Fe79.5
NR,B14Cu1Fe85
NR,B14Cu3Fe83
NR,B14Cu5Fe81
NR,B14Cu10Fe76
NR,B16Cu1Fe83
NR,B16Cu3Fe81
NR,B16Cu5Fe79
NR,B16Cu10Fe74
NR,B16Cu15Fe69
NR,B18Cu1Fe81
NR,B18Cu5Fe77
NR,B18Cu10Fe72
NR,B18Cu15Fe67
NR,B18Cu20Fe62
NR,B20Cu1Fe79
NR,B20Cu5Fe75
NR,B20Cu10Fe70
NR,B4Cu1Fe95
NR,B4Cu5Fe91
NR,B4Cu10Fe86
NR,B6Cu1Fe93
NR,B6Cu3Fe91
NR,B6Cu5Fe89
NR,B6Cu10Fe84
NR,B6Cu15Fe79
NR,B8Cu1Fe91
NR,B8Cu3Fe89
NR,B8Cu5Fe87
NR,B8Cu10Fe82
NR,B8Cu15Fe77
NR,B10Cu1Fe89
NR,B10Cu3Fe87
NR,B10Cu5Fe85
NR,B10Cu10Fe80
NR,B10Cu15Fe75
NR,B12Cu1Fe87
NR,B12Cu3Fe85
NR,B12Cu5Fe83
NR,B12Cu10Fe78
NR,B12Cu15Fe73
NR,B12Cu20Fe68
NR,B14Cu15Fe71
NR,B14Cu20Fe66
NR,B16Cu20Fe64
Ribbon,B17Cu1.5Fe81.5
Ribbon,B19Cu0Fe81
Ribbon,B17Cu3Ni80
Ribbon,B1Cu30Zr69
Ribbon,B1Cu40Zr59
Ribbon,B1Cu50Zr49
Ribbon,B1Cu60Zr39
Ribbon,B1Cu70Zr29
Ribbon,B2.5Cu20Zr77.5
Ribbon,B2.5Cu25Zr72.5
Ribbon,B2.5Cu30Zr67.5
Ribbon,B2.5Cu35Zr62.5
Ribbon,B2.5Cu40Zr57.5
Ribbon,B2.5Cu45Zr52.5
Ribbon,B2.5Cu50Zr47.5
Ribbon,B2.5Cu55Zr42.5
Ribbon,B2.5Cu60Zr37.5
Ribbon,B2.5Cu65Zr32.5
Ribbon,B2.5Cu70Zr27.5
Ribbon,B2.5Cu80Zr17.5
Ribbon,B5Cu15Zr80
Ribbon,B5Cu20Zr75
Ribbon,B5Cu25Zr70
Ribbon,B5Cu30Zr65
Ribbon,B5Cu35Zr60
Ribbon,B5Cu40Zr55
Ribbon,B5Cu45Zr50
Ribbon,B5Cu50Zr45
Ribbon,B5Cu55Zr40
Ribbon,B5Cu60Zr35
Ribbon,B5Cu65Zr30
Ribbon,B5Cu70Zr25
Ribbon,B7.5Cu25Zr67.5
Ribbon,B7.5Cu30Zr62.5
Ribbon,B7.5Cu35Zr57.5
Ribbon,B7.5Cu50Zr42.5
Ribbon,B7.5Cu55Zr37.5
Ribbon,B10Cu25Zr65
Ribbon,B10Cu30Zr60
Ribbon,B10Cu35Zr55
NR,B1Cu75Zr24
NR,B2.5Cu75Zr22.5
NR,B7.5Cu15Zr77.5
NR,B1Cu20Zr79
Ribbon,B17Fe73Ga10
Ribbon,B17Fe75Ga8
Ribbon,B17Fe77Ga6
Ribbon,B17Fe79Ga4
Ribbon,B17Fe81Ga2
Ribbon,B10Fe80Ge10
Ribbon,B12Fe80Ge8
Ribbon,B15Fe80Ge5
Ribbon,B19Fe81Ge0
Ribbon,B2Fe91Hf7
Ribbon,B6Fe87Hf7
Ribbon,B8Fe85Hf7
Ribbon,B12Fe81Hf7
Ribbon,B14Fe86Hf0
Ribbon,B16Fe77Hf7
Ribbon,B16Fe76Ho8
Ribbon,B16Fe80Ho4
Ribbon,B16Fe82Ho2
Ribbon,B16Fe84Ho0
Ribbon,B16Fe81La3
Ribbon,B20Fe60Mn20
Ribbon,B20Fe62Mn18
Ribbon,B20Fe64Mn16
Ribbon,B20Fe66Mn14
Ribbon,B20Fe70Mn10
Ribbon,B20Fe72Mn8
Ribbon,B20Fe74Mn6
Ribbon,B20Fe76Mn4
Ribbon,B20Fe78Mn2
Ribbon,B20Fe80Mn0
Ribbon,B9Fe6Mn85
Ribbon,B9Fe91Mn0
Ribbon,B17Fe80.5Mn2.5
Ribbon,B25Fe5Mn70
Ribbon,B25Fe75Mn0
Ribbon,B14Fe20Mn66
Ribbon,B14Fe71Mn15
Ribbon,B14Fe76Mn10
Ribbon,B14Fe81Mn5
Ribbon,B14Fe83Mn3
Ribbon,B14Fe85Mn1
Ribbon,B16Fe74Mn10
Ribbon,B16Fe81Mn3
Ribbon,B16Fe83Mn1
NR,B10Fe20Mn70
NR,B10Fe75Mn15
NR,B10Fe80Mn10
NR,B10Fe85Mn5
NR,B10Fe87Mn3
NR,B10Fe89Mn1
NR,B12Fe20Mn68
NR,B12Fe73Mn15
NR,B12Fe78Mn10
NR,B12Fe83Mn5
NR,B12Fe85Mn3
NR,B12Fe87Mn1
NR,B4Fe91Mn5
NR,B4Fe93Mn3
NR,B4Fe95Mn1
NR,B6Fe79Mn15
NR,B6Fe84Mn10
NR,B6Fe89Mn5
NR,B6Fe91Mn3
NR,B6Fe93Mn1
NR,B8Fe20Mn72
NR,B8Fe77Mn15
NR,B8Fe82Mn10
NR,B8Fe87Mn5
NR,B8Fe89Mn3
NR,B8Fe91Mn1
Ribbon,B20Fe75Mn5
Ribbon,B19Fe77Mn4
Ribbon,B20Fe72Mo8
Ribbon,B20Fe74Mo6
Ribbon,B20Fe70Mo10
Ribbon,B20Fe75Mo5
Ribbon,B20Fe76Mo4
Ribbon,B20Fe77Mo3
Ribbon,B20Fe79Mo1
Ribbon,B20Fe80Mo0
Ribbon,B9Fe6Mo85
Ribbon,B9Fe91Mo0
Ribbon,B17Fe80.5Mo2.5
Ribbon,B25Fe5Mo70
Ribbon,B25Fe75Mo0
Ribbon,B10Fe70Mo20
Ribbon,B10Fe72Mo18
Ribbon,B10Fe75Mo15
Ribbon,B10Fe78Mo12
Ribbon,B10Fe80Mo10
Ribbon,B10Fe82Mo8
Ribbon,B12Fe68Mo20
Ribbon,B12Fe70Mo18
Ribbon,B12Fe73Mo15
Ribbon,B12Fe76Mo12
Ribbon,B12Fe78Mo10
Ribbon,B12Fe80Mo8
Ribbon,B12Fe83Mo5
Ribbon,B14Fe66Mo20
Ribbon,B14Fe71Mo15
Ribbon,B14Fe74Mo12
Ribbon,B14Fe76Mo10
Ribbon,B14Fe78Mo8
Ribbon,B14Fe81Mo5
Ribbon,B16Fe64Mo20
Ribbon,B16Fe69Mo15
Ribbon,B16Fe76Mo8
Ribbon,B16Fe79Mo5
NR,B6Fe74Mo20
NR,B6Fe76Mo18
NR,B6Fe79Mo15
NR,B6Fe82Mo12
NR,B6Fe84Mo10
NR,B7Fe85Mo8
NR,B8Fe72Mo20
NR,B8Fe74Mo18
NR,B8Fe77Mo15
NR,B8Fe80Mo12
NR,B8Fe82Mo10
NR,B8Fe87Mo5
NR,B9Fe83Mo8
NR,B10Fe85Mo5
NR,B2Fe78Mo20
NR,B2Fe80Mo18
NR,B2Fe83Mo15
NR,B2Fe86Mo12
NR,B2Fe88Mo10
NR,B2Fe90Mo8
NR,B2Fe93Mo5
NR,B4Fe76Mo20
NR,B4Fe78Mo18
NR,B4Fe81Mo15
NR,B4Fe84Mo12
NR,B4Fe86Mo10
NR,B4Fe88Mo8
NR,B4Fe91Mo5
NR,B6Fe86Mo8
NR,B6Fe89Mo5
Ribbon,B12Fe81Mo7
Ribbon,B14Fe86Mo0
Ribbon,B6Fe82Nb12
Ribbon,B8Fe77Nb15
Ribbon,B8Fe80Nb12
Ribbon,B10Fe75Nb15
Ribbon,B10Fe78Nb12
Ribbon,B10Fe85Nb5
Ribbon,B12Fe83Nb5
NR,B5Fe80Nb15
NR,B5Fe83Nb12
NR,B6Fe79Nb15
NR,B8Fe87Nb5
NR,B3Fe85Nb12
NR,B3Fe92Nb5
NR,B6Fe89Nb5
Ribbon,B17Fe80Nb3
Ribbon,B17Fe83Nb0
Ribbon,B8Fe85Nb7
Ribbon,B10Fe83Nb7
Ribbon,B12Fe81Nb7
Ribbon,B14Fe86Nb0
Ribbon,B16Fe77Nb7
Ribbon,B17.5Fe61.875Nd20.625
Ribbon,B17.5Fe66Nd16.5
Ribbon,B17.5Fe70.125Nd12.375
Ribbon,B17.5Fe74.25Nd8.25
Ribbon,B17.5Fe78.375Nd4.125
Ribbon,B17.5Fe82.5Nd0
Ribbon,B4.8Fe82.2Nd14
Ribbon,B6.1Fe82.1Nd11.8
Ribbon,B7.8Fe78.2Nd14
Ribbon,B19Fe77Nd4
NR,B5Fe81Nd14
NR,B6Fe78Nd16
Ribbon,B18.5Fe31.5Nd50
Ribbon,B18.5Fe51.5Nd30
Ribbon,B18.5Fe61.5Nd20
Ribbon,B18.5Fe69.5Nd12
Ribbon,B18.5Fe75.5Nd6
Ribbon,B18.5Fe78.5Nd3
Ribbon,B18.5Fe81.5Nd0
Ribbon,B0Fe75Nd25
Ribbon,B0Fe79Nd21
Ribbon,B0Fe82Nd18
Ribbon,B0Fe85Nd15
Ribbon,B3Fe82Nd15
Ribbon,B6Fe82Nd12
Ribbon,B9Fe82Nd9
Ribbon,B12Fe82Nd6
Ribbon,B15Fe82Nd3
Ribbon,B18Fe82Nd0
Ribbon,B8Fe76Nd16
Ribbon,B8Fe79Nd13
Ribbon,B18.5Fe77Nd4.5
Ribbon,B0Fe40Nd60
Ribbon,B0Fe50Nd50
Ribbon,B0Fe60Nd40
Ribbon,B0Fe67Nd33
Ribbon,B0Fe80Nd20
Ribbon,B0Fe89Nd11
Ribbon,B16Fe33.6Nd50.4
Ribbon,B16Fe42Nd42
Ribbon,B16Fe50.4Nd33.6
Ribbon,B16Fe56.3Nd27.7
Ribbon,B16Fe67.2Nd16.8
Ribbon,B16Fe74.8Nd9.2
Ribbon,B16Fe84Nd0
Ribbon,B7.5Fe77.5Nd15
Ribbon,B0Fe50Ni50
Ribbon,B18Fe41Ni41
Ribbon,B30Fe35Ni35
Ribbon,B17Fe54Ni29
Ribbon,B17Fe66.4Ni16.6
Ribbon,B16Fe84Ni0
Ribbon,B17Fe23Ni60
Ribbon,B17Fe33Ni50
Ribbon,B17Fe43Ni40
Ribbon,B17Fe48Ni35
Ribbon,B17Fe53Ni30
Ribbon,B17Fe63Ni20
Ribbon,B17Fe73Ni10
Ribbon,B16Fe25Ni59
Ribbon,B16Fe33.5Ni50.5
Ribbon,B17Fe7Ni76
Ribbon,B17Fe21Ni62
Ribbon,B17Fe24Ni59
Ribbon,B17Fe32.5Ni50.5
Ribbon,B17Fe41Ni42
Ribbon,B17Fe50Ni33
Ribbon,B18Fe23Ni59
Ribbon,B18Fe31.5Ni50.5
Ribbon,B18Fe40Ni42
Ribbon,B19Fe22Ni59
Ribbon,B19Fe30.5Ni50.5
Ribbon,B19Fe39Ni42
Ribbon,B20Fe21Ni59
Ribbon,B20Fe29.5Ni50.5
Ribbon,B20Fe38Ni42
Ribbon,B9Fe6Ni85
Ribbon,B9Fe91Ni0
Ribbon,B17Fe80.5Ni2.5
Ribbon,B25Fe5Ni70
Ribbon,B25Fe75Ni0
Ribbon,B25Fe65Ni10
Ribbon,B27Fe36.5Ni36.5
Ribbon,B10Fe80Ni10
Ribbon,B10Fe85Ni5
Ribbon,B12Fe68Ni20
Ribbon,B12Fe73Ni15
Ribbon,B12Fe78Ni10
Ribbon,B14Fe61Ni25
Ribbon,B14Fe66Ni20
Ribbon,B14Fe71Ni15
Ribbon,B14Fe76Ni10
Ribbon,B14Fe81Ni5
Ribbon,B14Fe83Ni3
Ribbon,B14Fe85Ni1
Ribbon,B16Fe59Ni25
Ribbon,B16Fe64Ni20
Ribbon,B16Fe69Ni15
Ribbon,B16Fe74Ni10
Ribbon,B16Fe79Ni5
Ribbon,B16Fe81Ni3
Ribbon,B16Fe83Ni1
Ribbon,B18Fe57Ni25
Ribbon,B18Fe62Ni20
Ribbon,B18Fe67Ni15
Ribbon,B18Fe72Ni10
Ribbon,B18Fe77Ni5
NR,B10Fe89Ni1
NR,B12Fe83Ni5
NR,B12Fe85Ni3
NR,B12Fe87Ni1
NR,B2Fe73Ni25
NR,B2Fe78Ni20
NR,B2Fe83Ni15
NR,B2Fe88Ni10
NR,B4Fe71Ni25
NR,B4Fe76Ni20
NR,B4Fe81Ni15
NR,B4Fe86Ni10
NR,B4Fe91Ni5
NR,B4Fe93Ni3
NR,B4Fe95Ni1
NR,B6Fe69Ni25
NR,B6Fe74Ni20
NR,B6Fe79Ni15
NR,B6Fe84Ni10
NR,B6Fe89Ni5
NR,B6Fe93Ni1
NR,B8Fe67Ni25
NR,B8Fe72Ni20
NR,B8Fe77Ni15
NR,B8Fe82Ni10
NR,B8Fe87Ni5
NR,B8Fe89Ni3
NR,B8Fe91Ni1
NR,B10Fe65Ni25
NR,B10Fe70Ni20
NR,B10Fe75Ni15
NR,B12Fe63Ni25
Ribbon,B20Fe75Ni5
Ribbon,B20Fe35Ni45
Ribbon,B14Fe43Ni43
Ribbon,B23Fe12.3Ni64.7
Ribbon,B23Fe38.5Ni38.5
Ribbon,B23Fe46.2Ni30.8
Ribbon,B23Fe60.1Ni16.9
Ribbon,B16.5Fe21Ni62.5
Ribbon,B16.5Fe61.5Ni22
Ribbon,B17.5Fe21Ni61.5
Ribbon,B17.5Fe41.5Ni41
Ribbon,B19Fe20.5Ni60.5
Ribbon,B19Fe61Ni20
Ribbon,B19.5Fe40.5Ni40
Ribbon,B20.5Fe59.5Ni20
Ribbon,B21.5Fe58.5Ni20
Ribbon,B22Fe19.5Ni58.5
Ribbon,B24Fe38Ni38
Ribbon,B24Fe57Ni19
Ribbon,B25Fe56Ni19
